"Genome"	"Total_ARGs"	"blaZ"	"mecA"	"mecC"	"Category"	"Total_Transporters"	"Max_Bitscore"	"Min_Bitscore"	"Mean_Bitscore"	"Median_Bitscore"	"Max_E_Value"	"Min_E_Value"	"Mean_E_Value"	"Median_E_Value"	"Max_Identity"	"Min_Identity"	"Mean_Identity"	"Median_Identity"	"Max_Length"	"Min_Length"	"Mean_Length"	"Median_Length"
"GCA_004771515.1_ASM477151v1"	9	0	0	0	"MSSA"	13	984	548	"-287.583.941"	855	0	0	0	0	99.795	49.842	"844.253.578"	74.732	710	287	"-920.022.095"	510
"GCA_004771975.1_ASM477197v1"	8	0	0	0	"MSSA"	13	999	547	"961.996.958"	855	0	0	0	0	99.59	49.842	"76.658"	75.038	710	287	"284.269.962"	510
"GCA_004772055.1_ASM477205v1"	8	0	0	0	"MSSA"	13	984	548	"2.075.711.330"	855	0	0	0	0	99.795	49.842	"-573.833.925"	74.771	710	287	"1.443.273.177"	510
"GCA_004772175.1_ASM477217v1"	10	1	0	0	"MRSA"	13	985	548	"-1.832.921.561"	855	0	0	0	0	99.795	49.842	"-2.120.317.558"	74.732	710	287	"-920.022.095"	510
"GCA_004772215.1_ASM477221v1"	9	0	0	0	"MSSA"	13	984	548	"797"	855	0	0	0	0	99.795	49.684	"779.482.506"	74.732	710	287	"-920.022.095"	510
"GCA_004785995.1_ASM478599v1"	11	0	1	0	"MRSA"	13	983	548	"2.030.422.489"	855	0	0	0	0	99.795	49.684	"1.089.585.703"	74.885	710	287	"-920.022.095"	510
"GCA_004797195.1_ASM479719v1"	8	0	0	0	"MSSA"	13	998	549	"1.779.954.609"	855	0	0	0	0	99.795	49.842	"1.979.190.508"	75.038	710	287	"284.269.962"	510
"GCA_005705815.1_ASM570581v1"	17	2	1	0	"MRSA"	13	984	548	"1.689.376.926"	855	0	0	0	0	99.795	49.842	"-33.296.778"	75.037	710	287	"-920.022.095"	510
"GCA_005707015.1_ASM570701v1"	17	2	1	0	"MRSA"	13	984	548	"1.303.042.521"	855	0	0	0	0	99.795	49.842	"-33.296.778"	75.037	710	287	"-920.022.095"	510
"GCA_005707215.1_ASM570721v1"	12	0	1	0	"MRSA"	13	983	548	"-1.491.875.998"	855	0	0	0	0	99.795	49.842	"-447.729.822"	74.885	710	287	"-920.022.095"	510
"GCA_005707335.1_ASM570733v1"	16	2	1	0	"MRSA"	13	984	548	"1.303.042.521"	855	0	0	0	0	99.795	49.842	"-33.296.778"	75.037	710	287	"-920.022.095"	510
"GCA_005885975.1_ASM588597v1"	14	0	1	0	"MRSA"	13	986	548	"-1.446.587.156"	855	0	0	0	0	99.795	50	"1.324.603.707"	74.885	710	287	"-920.022.095"	510
"GCA_005889995.1_ASM588999v1"	18	2	1	0	"MRSA"	13	986	548	"-1.446.587.156"	855	0	0	0	0	99.795	50	"1.324.603.707"	74.885	710	287	"-920.022.095"	510
"GCA_005890015.1_ASM589001v1"	15	1	1	0	"MRSA"	13	986	548	"784"	841	0	0	0	0	99.795	49.684	"169.632.847"	75.187	710	287	"1.376.719.163"	510
"GCA_005890035.1_ASM589003v1"	15	1	1	0	"MRSA"	13	983	548	"-1.105.541.593"	850	0	0	0	0	99.795	49.842	"-897.689.285"	74.885	710	287	"-920.022.095"	510
"GCA_005931015.2_ASM593101v2"	8	0	0	0	"MSSA"	13	986	548	"144.039.306"	855	0	0	0	0	99.795	49.842	"-2.134.069.721"	75.187	710	287	"-1.306.356.500"	510
"GCA_005931035.2_ASM593103v2"	9	0	0	0	"MSSA"	13	986	548	"-1.014.963.909"	855	0	0	0	0	99.795	49.842	"-150.232.773"	75.187	710	287	"-1.306.356.500"	510
"GCA_005931055.2_ASM593105v2"	12	1	0	0	"MRSA"	13	985	548	"144.039.306"	854	0	0	0	0	99.795	49.842	"-1.554.568.113"	75.037	710	287	"-1.306.356.500"	510
"GCA_005954685.1_ASM595468v1"	15	1	1	0	"MRSA"	13	983	548	"-1.105.541.593"	850	0	0	0	0	99.795	49.842	"-897.689.285"	74.885	710	287	"-920.022.095"	510
"GCA_006088835.1_ASM608883v1"	17	1	1	0	"MRSA"	13	983	548	"1.644.088.084"	855	0	0	0	0	99.795	49.842	"-1.349.940.775"	74.885	710	287	"-920.022.095"	510
"GCA_006094915.1_ASM609491v1"	9	0	0	0	"MSSA"	13	986	548	"-1.832.921.561"	855	0	0	0	0	99.795	50	"-403.586.993"	74.732	710	287	"-920.022.095"	510
"GCA_006158985.1_ASM615898v1"	14	1	1	0	"MRSA"	13	984	548	"-287.583.941"	855	0	0	0	0	99.795	49.842	"641.918.267"	74.771	710	287	"1.443.273.177"	510
"GCA_006364675.1_ASM636467v1"	10	0	0	0	"MSSA"	13	986	548	"-1.832.921.561"	855	0	0	0	0	99.795	50	"-403.586.993"	74.732	710	287	"-920.022.095"	510
"GCA_006364775.1_ASM636477v1"	15	0	1	0	"MRSA"	13	985	548	"-1.060.252.751"	855	0	0	0	0	99.795	50	"-1.042.129.605"	74.738	710	287	"-920.022.095"	510
"GCA_007185035.1_ASM718503v1"	16	2	1	1	"MRSA"	13	984	548	"-332.872.783"	855	0	0	0	0	99.795	49.842	"-776.169.236"	74.885	710	287	"-920.022.095"	510
"GCA_007410625.1_ASM741062v1"	15	1	1	0	"MRSA"	13	986	548	"578.421.051"	841	0	0	0	0	99.795	49.684	"169.632.847"	75.187	710	287	"1.376.719.163"	510
"GCA_007726325.1_ASM772632v1"	11	1	0	0	"MRSA"	13	986	548	"798"	855	0	0	0	0	99.795	49.842	"-2.134.069.721"	75.187	710	287	"-1.306.356.500"	510
"GCA_007726465.1_ASM772646v1"	8	0	0	0	"MSSA"	13	986	548	"1.689.376.926"	855	0	0	0	0	99.795	49.684	"-789.921.398"	75.037	710	287	"-920.022.095"	510
"GCA_007726495.1_ASM772649v1"	9	0	0	0	"MSSA"	13	983	548	"-719.207.188"	853	0	0	0	0	99.795	49.684	"-574.979.938"	74.885	710	287	"-920.022.095"	510
"GCA_007726525.1_ASM772652v1"	9	0	0	0	"MSSA"	13	983	548	"-719.207.188"	853	0	0	0	0	99.795	49.684	"-574.979.938"	74.885	710	287	"-920.022.095"	510
"GCA_007726545.1_ASM772654v1"	9	0	0	0	"MSSA"	13	983	548	"-719.207.188"	853	0	0	0	0	99.795	49.684	"-574.979.938"	74.885	710	287	"-920.022.095"	510
"GCA_007726565.1_ASM772656v1"	9	0	0	0	"MSSA"	13	984	548	"-1.105.541.593"	853	0	0	0	0	99.795	49.684	"-574.979.938"	74.885	710	287	"-920.022.095"	510
"GCA_007813675.1_ASM781367v1"	9	1	0	0	"MRSA"	13	986	548	"1.644.088.084"	853	0	0	0	0	99.795	50	"1.076.979.555"	74.885	710	287	"-920.022.095"	510
"GCA_007826355.1_ASM782635v1"	10	1	0	0	"MRSA"	13	986	548	"916.708.116"	855	0	0	0	0	99.795	49.684	"683.769.068"	75.037	710	287	"-920.022.095"	510
"GCA_007954445.1_ASM795444v1"	10	0	1	0	"MRSA"	13	986	548	"797"	855	0	0	0	0	99.795	50	"-1.490.943.055"	74.732	710	287	"-920.022.095"	510
"GCA_007954465.1_ASM795446v1"	10	0	1	0	"MRSA"	13	986	548	"797"	855	0	0	0	0	99.795	50	"-1.490.943.055"	74.732	710	287	"-920.022.095"	510
"GCA_007998145.1_ASM799814v1"	12	2	0	0	"MRSA"	13	986	548	"2.030.422.489"	852	0	0	0	0	99.795	49.684	"-1.868.109.351"	74.579	710	287	"-920.022.095"	510
"GCA_008244705.1_ASM824470v1"	11	0	1	0	"MRSA"	13	986	548	"797"	855	0	0	0	0	99.795	50	"-1.490.943.055"	74.732	710	287	"-920.022.095"	510
"GCA_008244725.1_ASM824472v1"	11	0	1	0	"MRSA"	13	986	548	"797"	855	0	0	0	0	99.795	50	"-1.490.943.055"	74.732	710	287	"-920.022.095"	510
"GCA_008244745.1_ASM824474v1"	11	0	1	0	"MRSA"	13	986	548	"797"	855	0	0	0	0	99.795	50	"-1.490.943.055"	74.732	710	287	"-920.022.095"	510
"GCA_008329865.1_ASM832986v1"	15	1	1	0	"MRSA"	13	986	548	"797"	855	0	0	0	0	99.795	50	"-1.490.943.055"	74.732	710	287	"-920.022.095"	510
"GCA_008329885.1_ASM832988v1"	15	1	1	0	"MRSA"	13	986	548	"797"	855	0	0	0	0	99.795	50	"-1.490.943.055"	74.732	710	287	"-920.022.095"	510
"GCA_008330045.1_ASM833004v1"	14	1	1	0	"MRSA"	13	984	548	"1.257.753.679"	855	0	0	0	0	99.795	49.842	"641.918.267"	74.771	710	287	"1.443.273.177"	510
"GCA_008330585.1_ASM833058v1"	12	1	0	0	"MRSA"	13	984	548	"1.257.753.679"	855	0	0	0	0	99.652	49.684	"-632.874.929"	74.888	710	287	"1.443.273.177"	510
"GCA_008370815.1_ASM837081v1"	16	2	1	0	"MRSA"	13	986	548	"1.577.534.070"	838	0	0	0	0	99.795	50	"1.860.684.642"	75.037	710	287	"60.584.251"	509
"GCA_008462245.1_ASM846224v1"	12	1	0	0	"MRSA"	13	986	548	"798"	855	0	0	0	0	99.795	49.842	"-2.134.069.721"	75.187	710	287	"-1.306.356.500"	510
"GCA_008619075.1_ASM861907v1"	16	0	1	0	"MRSA"	13	983	548	"1.644.088.084"	855	0	0	0	0	99.795	49.842	"-1.349.940.775"	74.885	710	287	"-920.022.095"	510
"GCA_008619235.1_ASM861923v1"	12	1	1	0	"MRSA"	13	986	548	"-1.446.587.156"	855	0	0	0	0	99.795	50	"1.324.603.707"	74.885	710	287	"-920.022.095"	510
"GCA_008619415.1_ASM861941v1"	15	1	1	0	"MRSA"	13	986	548	"-1.446.587.156"	855	0	0	0	0	99.795	50	"1.324.603.707"	74.885	710	287	"-920.022.095"	510
"GCA_008619595.1_ASM861959v1"	9	0	0	0	"MSSA"	13	996	539	"-1.111.058.590"	917	0	0	0	0	97.611	48.101	"-942.213.356"	76.417	706	287	"670.604.367"	516
"GCA_008619795.1_ASM861979v1"	8	0	0	0	"MSSA"	13	984	548	"1.689.376.926"	854	0	0	0	0	99.795	49.684	"2.137.977.305"	75.037	710	287	"-147.353.285"	510
"GCA_008619935.1_ASM861993v1"	15	1	1	0	"MRSA"	13	986	548	"-1.446.587.156"	855	0	0	0	0	99.795	50	"1.324.603.707"	74.885	710	287	"-920.022.095"	510
"GCA_008620055.1_ASM862005v1"	15	0	1	0	"MRSA"	13	983	548	"1.644.088.084"	855	0	0	0	0	99.795	49.842	"-1.349.940.775"	74.885	710	287	"-920.022.095"	510
"GCA_008620175.1_ASM862017v1"	14	1	0	0	"MRSA"	13	983	548	"-1.878.210.402"	853	0	0	0	0	99.795	49.842	"1.283.898.919"	74.738	710	287	"-920.022.095"	510
"GCA_008693765.1_ASM869376v1"	14	1	1	0	"MRSA"	13	984	548	"485.084.869"	855	0	0	0	0	99.795	49.842	"-1.657.751.946"	74.771	710	287	"1.443.273.177"	510
"GCA_008934005.1_ASM893400v1"	21	1	1	0	"MRSA"	13	983	548	"-1.878.210.402"	855	0	0	0	0	99.795	49.842	"127.187.732"	74.579	710	287	"-920.022.095"	510
"GCA_008934035.1_ASM893403v1"	10	0	1	0	"MRSA"	13	986	548	"797"	855	0	0	0	0	99.795	50	"-1.490.943.055"	74.732	710	287	"-920.022.095"	510
"GCA_008934055.1_ASM893405v1"	15	1	1	0	"MRSA"	13	986	548	"797"	855	0	0	0	0	99.795	50	"-1.490.943.055"	74.732	710	287	"-920.022.095"	510
"GCA_008934075.1_ASM893407v1"	14	1	1	0	"MRSA"	13	986	548	"797"	855	0	0	0	0	99.795	50	"-1.490.943.055"	74.732	710	287	"-920.022.095"	510
"GCA_008934095.1_ASM893409v1"	19	1	1	0	"MRSA"	13	983	548	"-1.878.210.402"	855	0	0	0	0	99.795	49.842	"127.187.732"	74.579	710	287	"-920.022.095"	510
"GCA_008934115.1_ASM893411v1"	16	1	1	0	"MRSA"	13	986	548	"-287.583.941"	855	0	0	0	0	99.795	49.684	"2.091.542.449"	75.037	710	287	"-920.022.095"	510
"GCA_008934135.1_ASM893413v1"	21	1	1	0	"MRSA"	13	983	548	"-1.878.210.402"	855	0	0	0	0	99.795	49.842	"127.187.732"	74.579	710	287	"-920.022.095"	510
"GCA_008934155.1_ASM893415v1"	14	3	1	0	"MRSA"	13	986	548	"1.164.417.497"	855	0	0	0	0	99.795	50	"-1.556.604.455"	75.037	710	287	"1.968.232.606"	510
"GCA_008934175.1_ASM893417v1"	14	0	1	0	"MRSA"	13	981	548	"-58.381.233"	844	0	0	0	0	99.795	49.842	"-1.170.312.665"	79.724	688	287	"-1.005.082.782"	508
"GCA_008934195.1_ASM893419v1"	14	1	1	0	"MRSA"	13	984	548	"485.084.869"	855	0	0	0	0	99.795	49.842	"-1.657.751.946"	74.771	710	287	"1.443.273.177"	510
"GCA_008934215.1_ASM893421v1"	16	2	1	0	"MRSA"	13	986	548	"-1.446.587.156"	855	0	0	0	0	99.795	50	"1.324.603.707"	74.885	710	287	"-920.022.095"	510
"GCA_008934235.1_ASM893423v1"	18	1	1	0	"MRSA"	13	983	548	"-1.878.210.402"	855	0	0	0	0	99.795	49.842	"127.187.732"	74.579	710	287	"-920.022.095"	510
"GCA_008934255.1_ASM893425v1"	10	0	1	0	"MRSA"	13	986	548	"797"	855	0	0	0	0	99.795	50	"-1.490.943.055"	74.732	710	287	"-920.022.095"	510
"GCA_008934275.1_ASM893427v1"	21	1	1	0	"MRSA"	13	983	548	"-1.878.210.402"	855	0	0	0	0	99.795	49.842	"127.187.732"	74.579	710	287	"-920.022.095"	510
"GCA_008934295.1_ASM893429v1"	13	1	1	0	"MRSA"	13	986	548	"1.689.376.926"	855	0	0	0	0	99.795	49.684	"-789.921.398"	75.037	710	287	"-920.022.095"	510
"GCA_008934315.1_ASM893431v1"	21	1	1	0	"MRSA"	13	983	548	"-1.878.210.402"	855	0	0	0	0	99.795	49.842	"127.187.732"	74.579	710	287	"-920.022.095"	510
"GCA_008934335.1_ASM893433v1"	12	1	1	0	"MRSA"	13	986	548	"-1.446.587.156"	855	0	0	0	0	99.795	50	"1.324.603.707"	74.885	710	287	"-920.022.095"	510
"GCA_008934355.1_ASM893435v1"	12	2	1	0	"MRSA"	13	986	548	"-1.446.587.156"	855	0	0	0	0	99.795	50	"1.324.603.707"	74.885	710	287	"-920.022.095"	510
"GCA_008934375.1_ASM893437v1"	15	2	1	0	"MRSA"	13	983	548	"1.257.753.679"	855	0	0	0	0	99.795	49.842	"-711.398.164"	74.885	710	287	"-920.022.095"	510
"GCA_008934395.1_ASM893439v1"	19	1	1	0	"MRSA"	13	983	548	"2.030.422.489"	853	0	0	0	0	99.795	49.842	"1.342.939.924"	74.885	710	287	"-920.022.095"	510
"GCA_008934415.1_ASM893441v1"	15	1	1	0	"MRSA"	13	986	548	"797"	855	0	0	0	0	99.795	50	"-1.490.943.055"	74.732	710	287	"-920.022.095"	510
"GCA_008934435.1_ASM893443v1"	15	1	1	0	"MRSA"	13	983	548	"1.644.088.084"	855	0	0	0	0	99.795	49.842	"-1.926.004.342"	74.885	710	287	"-920.022.095"	510
"GCA_008934455.1_ASM893445v1"	15	1	1	0	"MRSA"	13	983	548	"-1.878.210.402"	853	0	0	0	0	99.795	49.842	"-385.250.777"	74.732	710	287	"-920.022.095"	510
"GCA_008934475.1_ASM893447v1"	21	1	1	0	"MRSA"	13	983	548	"-1.878.210.402"	855	0	0	0	0	99.795	49.842	"127.187.732"	74.579	710	287	"-920.022.095"	510
"GCA_008934495.1_ASM893449v1"	21	1	1	0	"MRSA"	13	983	548	"-1.878.210.402"	855	0	0	0	0	99.795	49.842	"127.187.732"	74.579	710	287	"-920.022.095"	510
"GCA_008934515.1_ASM893451v1"	13	1	1	0	"MRSA"	13	986	548	"797"	855	0	0	0	0	99.795	50	"-1.490.943.055"	74.732	710	287	"-920.022.095"	510
"GCA_008934535.1_ASM893453v1"	21	1	1	0	"MRSA"	13	983	548	"-1.878.210.402"	855	0	0	0	0	99.795	49.842	"127.187.732"	74.579	710	287	"-920.022.095"	510
"GCA_008934555.1_ASM893455v1"	10	0	1	0	"MRSA"	13	986	548	"797"	855	0	0	0	0	99.795	50	"-1.490.943.055"	74.732	710	287	"-920.022.095"	510
"GCA_008934575.1_ASM893457v1"	15	1	1	0	"MRSA"	13	981	548	"-1.105.541.593"	855	0	0	0	0	99.795	49.842	"-131.896.556"	74.738	710	287	"-920.022.095"	510
"GCA_008934595.1_ASM893459v1"	16	1	1	0	"MRSA"	13	983	548	"-1.878.210.402"	853	0	0	0	0	99.795	49.842	"-385.250.777"	74.732	710	287	"-920.022.095"	510
"GCA_008934615.1_ASM893461v1"	15	1	1	0	"MRSA"	13	986	548	"797"	855	0	0	0	0	99.795	50	"-1.490.943.055"	74.732	710	287	"-920.022.095"	510
"GCA_008934635.1_ASM893463v1"	21	1	1	0	"MRSA"	13	983	548	"-1.878.210.402"	855	0	0	0	0	99.795	49.842	"127.187.732"	74.579	710	287	"-920.022.095"	510
"GCA_008934655.1_ASM893465v1"	16	1	1	0	"MRSA"	13	983	548	"-1.878.210.402"	855	0	0	0	0	99.795	49.842	"768.022.370"	74.732	710	287	"-920.022.095"	510
"GCA_008934675.1_ASM893467v1"	15	1	1	0	"MRSA"	13	983	548	"2.030.422.489"	853	0	0	0	0	99.795	49.842	"1.342.939.924"	74.885	710	287	"-920.022.095"	510
"GCA_008934695.1_ASM893469v1"	12	1	1	0	"MRSA"	13	986	548	"-673.918.346"	855	0	0	0	0	99.795	50	"1.324.603.707"	74.885	710	287	"-920.022.095"	510
"GCA_008934715.1_ASM893471v1"	15	1	1	0	"MRSA"	13	986	548	"797"	855	0	0	0	0	99.795	50	"-1.490.943.055"	74.732	710	287	"-920.022.095"	510
"GCA_008934735.1_ASM893473v1"	15	1	1	0	"MRSA"	13	986	548	"797"	855	0	0	0	0	99.795	50	"-1.490.943.055"	74.732	710	287	"-920.022.095"	510
"GCA_008934755.1_ASM893475v1"	21	1	1	0	"MRSA"	13	983	548	"-1.878.210.402"	855	0	0	0	0	99.795	49.842	"127.187.732"	74.579	710	287	"-920.022.095"	510
"GCA_008934775.1_ASM893477v1"	18	1	1	0	"MRSA"	13	983	548	"2.030.422.489"	855	0	0	0	0	99.795	49.842	"1.599.732.185"	74.885	710	287	"-920.022.095"	510
"GCA_008934795.1_ASM893479v1"	13	1	1	0	"MRSA"	13	986	548	"-673.918.346"	855	0	0	0	0	99.652	49.684	"1.211.105.753"	75.187	710	287	"1.443.273.177"	510
"GCA_008934815.1_ASM893481v1"	14	1	1	0	"MRSA"	13	986	548	"797"	855	0	0	0	0	99.795	50	"-1.490.943.055"	74.732	710	287	"-920.022.095"	510
"GCA_008934835.1_ASM893483v1"	12	1	1	0	"MRSA"	13	986	548	"-1.446.587.156"	855	0	0	0	0	99.795	50	"1.324.603.707"	74.885	710	287	"-920.022.095"	510
"GCA_008934855.1_ASM893485v1"	15	0	1	0	"MRSA"	13	983	548	"1.644.088.084"	855	0	0	0	0	99.795	49.842	"-1.926.004.342"	74.885	710	287	"-920.022.095"	510
"GCA_008934875.1_ASM893487v1"	21	1	1	0	"MRSA"	13	983	548	"-1.878.210.402"	855	0	0	0	0	99.795	49.842	"127.187.732"	74.579	710	287	"-920.022.095"	510
"GCA_008934895.1_ASM893489v1"	15	1	1	0	"MRSA"	13	986	548	"797"	855	0	0	0	0	99.795	50	"-1.490.943.055"	74.732	710	287	"-920.022.095"	510
"GCA_008934915.1_ASM893491v1"	11	1	1	0	"MRSA"	13	983	548	"2.030.422.489"	855	0	0	0	0	99.795	49.842	"1.599.732.185"	74.885	710	287	"-920.022.095"	510
"GCA_008934935.1_ASM893493v1"	21	1	1	0	"MRSA"	13	983	548	"-1.878.210.402"	855	0	0	0	0	99.795	49.842	"127.187.732"	74.579	710	287	"-920.022.095"	510
"GCA_008934955.1_ASM893495v1"	11	1	1	0	"MRSA"	13	983	548	"2.030.422.489"	855	0	0	0	0	99.795	49.842	"1.599.732.185"	74.885	710	287	"-920.022.095"	510
"GCA_008934975.1_ASM893497v1"	21	1	1	0	"MRSA"	13	983	548	"-1.878.210.402"	855	0	0	0	0	99.795	49.842	"127.187.732"	74.579	710	287	"-920.022.095"	510
"GCA_008934995.1_ASM893499v1"	15	1	1	0	"MRSA"	13	986	548	"871.419.274"	855	0	0	0	0	99.795	50	"1.075.833.541"	74.579	710	287	"-920.022.095"	510
"GCA_008935015.1_ASM893501v1"	15	1	1	0	"MRSA"	13	983	548	"871.419.274"	855	0	0	0	0	99.795	49.842	"-711.398.164"	74.885	710	287	"-920.022.095"	510
"GCA_008935035.1_ASM893503v1"	15	1	1	0	"MRSA"	13	986	548	"797"	855	0	0	0	0	99.795	50	"-1.490.943.055"	74.732	710	287	"-920.022.095"	510
"GCA_008935095.1_ASM893509v1"	12	1	1	0	"MRSA"	13	986	548	"-1.446.587.156"	855	0	0	0	0	99.795	50	"1.324.603.707"	74.885	710	287	"-920.022.095"	510
"GCA_008935115.1_ASM893511v1"	12	1	1	0	"MRSA"	13	986	548	"-1.446.587.156"	855	0	0	0	0	99.795	50	"1.324.603.707"	74.885	710	287	"-920.022.095"	510
"GCA_008935135.1_ASM893513v1"	18	1	1	0	"MRSA"	13	983	548	"-1.878.210.402"	855	0	0	0	0	99.795	49.842	"127.187.732"	74.579	710	287	"-920.022.095"	510
"GCA_008935155.1_ASM893515v1"	19	1	1	0	"MRSA"	13	983	548	"2.030.422.489"	853	0	0	0	0	99.795	49.842	"1.342.939.924"	74.885	710	287	"-920.022.095"	510
"GCA_008935175.1_ASM893517v1"	15	1	1	0	"MRSA"	13	983	548	"1.644.088.084"	855	0	0	0	0	99.795	49.842	"-1.798.754.225"	74.885	710	287	"-920.022.095"	510
"GCA_008935195.1_ASM893519v1"	21	1	1	0	"MRSA"	13	983	548	"-1.878.210.402"	855	0	0	0	0	99.795	49.842	"127.187.732"	74.579	710	287	"-920.022.095"	510
"GCA_008935215.1_ASM893521v1"	20	1	1	0	"MRSA"	13	983	548	"-1.878.210.402"	855	0	0	0	0	99.795	49.842	"127.187.732"	74.579	710	287	"-920.022.095"	510
"GCA_008935235.1_ASM893523v1"	19	1	1	0	"MRSA"	13	983	548	"-1.878.210.402"	855	0	0	0	0	99.795	49.842	"127.187.732"	74.579	710	287	"-920.022.095"	510
"GCA_008935255.1_ASM893525v1"	14	1	1	0	"MRSA"	13	986	548	"-1.446.587.156"	855	0	0	0	0	99.795	50	"1.324.603.707"	74.885	710	287	"-920.022.095"	510
"GCA_008935275.1_ASM893527v1"	15	1	1	0	"MRSA"	13	986	548	"797"	855	0	0	0	0	99.795	50	"-1.490.943.055"	74.732	710	287	"-920.022.095"	510
"GCA_008935295.1_ASM893529v1"	18	2	1	0	"MRSA"	13	983	548	"-719.207.188"	855	0	0	0	0	99.795	49.842	"-128.458.516"	74.732	710	287	"-920.022.095"	510
"GCA_008935315.1_ASM893531v1"	15	1	1	0	"MRSA"	13	986	548	"797"	855	0	0	0	0	99.795	50	"-1.490.943.055"	74.732	710	287	"-920.022.095"	510
"GCA_008935335.1_ASM893533v1"	15	1	1	0	"MRSA"	13	983	548	"871.419.274"	855	0	0	0	0	99.795	49.842	"-711.398.164"	74.885	710	287	"-920.022.095"	510
"GCA_008935355.1_ASM893535v1"	12	1	1	0	"MRSA"	13	986	548	"-1.446.587.156"	855	0	0	0	0	99.795	50	"1.324.603.707"	74.885	710	287	"-920.022.095"	510
"GCA_008935375.1_ASM893537v1"	17	1	1	0	"MRSA"	13	986	548	"-287.583.941"	855	0	0	0	0	99.795	49.684	"2.091.542.449"	75.037	710	287	"-920.022.095"	510
"GCA_008935395.1_ASM893539v1"	21	1	1	0	"MRSA"	13	983	548	"-1.878.210.402"	855	0	0	0	0	99.795	49.842	"127.187.732"	74.579	710	287	"-920.022.095"	510
"GCA_008935415.1_ASM893541v1"	14	1	1	0	"MRSA"	13	983	548	"-1.878.210.402"	853	0	0	0	0	99.795	49.842	"-385.250.777"	74.732	710	287	"-920.022.095"	510
"GCA_008935435.1_ASM893543v1"	15	1	1	0	"MRSA"	13	983	504	"690.263.906"	855	0	0	0	0	99.795	49.842	"1.212.251.766"	74.885	710	264	"-624.265.374"	510
"GCA_008935455.1_ASM893545v1"	11	1	1	0	"MRSA"	13	983	548	"-1.878.210.402"	855	0	0	0	0	99.795	49.842	"768.022.370"	74.732	710	287	"-920.022.095"	510
"GCA_008935475.1_ASM893547v1"	21	1	1	0	"MRSA"	13	983	548	"-1.878.210.402"	855	0	0	0	0	99.795	49.842	"127.187.732"	74.579	710	287	"-920.022.095"	510
"GCA_008935495.1_ASM893549v1"	15	3	1	0	"MRSA"	13	986	548	"1.164.417.497"	855	0	0	0	0	99.795	50	"-1.556.604.455"	75.037	710	287	"1.968.232.606"	510
"GCA_008935515.1_ASM893551v1"	18	1	1	0	"MRSA"	13	983	548	"-1.878.210.402"	855	0	0	0	0	99.795	49.842	"127.187.732"	74.579	710	287	"-920.022.095"	510
"GCA_008935555.1_ASM893555v1"	18	1	1	0	"MRSA"	13	983	548	"2.030.422.489"	855	0	0	0	0	99.795	49.842	"-56.811.362"	74.885	710	287	"-920.022.095"	510
"GCA_008935575.1_ASM893557v1"	15	1	1	0	"MRSA"	13	986	548	"797"	855	0	0	0	0	99.795	50	"-1.490.943.055"	74.732	710	287	"-920.022.095"	510
"GCA_008935595.1_ASM893559v1"	13	1	1	0	"MRSA"	13	983	548	"1.644.088.084"	855	0	0	0	0	99.795	49.842	"-1.798.754.225"	74.885	710	287	"-920.022.095"	510
"GCA_008935615.1_ASM893561v1"	21	1	1	0	"MRSA"	13	983	548	"-1.878.210.402"	855	0	0	0	0	99.795	49.842	"127.187.732"	74.579	710	287	"-920.022.095"	510
"GCA_008935635.1_ASM893563v1"	21	1	1	0	"MRSA"	13	983	548	"-1.878.210.402"	855	0	0	0	0	99.795	49.842	"127.187.732"	74.579	710	287	"-920.022.095"	510
"GCA_008935655.1_ASM893565v1"	15	1	1	0	"MRSA"	13	986	548	"871.419.274"	855	0	0	0	0	99.795	50	"-1.360.254.897"	74.732	710	287	"-920.022.095"	510
"GCA_008935675.1_ASM893567v1"	15	1	1	0	"MRSA"	13	986	548	"-287.583.941"	855	0	0	0	0	99.795	50	"-1.490.943.055"	74.732	710	287	"-920.022.095"	510
"GCA_008935695.1_ASM893569v1"	14	1	1	0	"MRSA"	13	986	548	"797"	855	0	0	0	0	99.795	50	"-1.490.943.055"	74.732	710	287	"-920.022.095"	510
"GCA_008935715.1_ASM893571v1"	16	1	1	0	"MRSA"	13	983	548	"1.644.088.084"	855	0	0	0	0	99.795	49.842	"-1.798.754.225"	74.885	710	287	"-920.022.095"	510
"GCA_008935735.1_ASM893573v1"	18	1	1	0	"MRSA"	13	983	548	"-1.878.210.402"	855	0	0	0	0	99.795	49.842	"127.187.732"	74.579	710	287	"-920.022.095"	510
"GCA_008935755.1_ASM893575v1"	10	0	1	0	"MRSA"	13	986	548	"797"	855	0	0	0	0	99.795	50	"-1.490.943.055"	74.732	710	287	"-920.022.095"	510
"GCA_008935775.1_ASM893577v1"	21	1	1	0	"MRSA"	13	983	548	"-1.878.210.402"	855	0	0	0	0	99.795	49.842	"127.187.732"	74.579	710	287	"-920.022.095"	510
"GCA_008935795.1_ASM893579v1"	15	1	1	0	"MRSA"	13	986	548	"797"	855	0	0	0	0	99.795	50	"-1.490.943.055"	74.732	710	287	"-920.022.095"	510
"GCA_008935815.1_ASM893581v1"	21	1	1	0	"MRSA"	13	983	548	"-1.878.210.402"	855	0	0	0	0	99.795	49.842	"127.187.732"	74.579	710	287	"-920.022.095"	510
